model,method,cv_balanced,cv_macro_f1,cv_weighted_f1,cv_accuracy,cv_balanced_std,cv_macro_f1_std,cv_weighted_f1_std,cv_accuracy_std,optuna_time,train_time,test_balanced,test_macro_f1,test_weighted_f1,test_accuracy,test_roc_auc,inf_time_per_sample,IPC,seed,vae_pretrain_time,vae_fine_tunning_time,encoder_inference_time,decoder_inference_time
logreg,ag,0.9,0.893,0.893,0.9,0.122,0.131,0.131,0.122,7.15,0.512,0.668,0.574,0.706,0.659,0.723,0.0,10,4,159.7649838924408,0,7.744253116802577e-07,0.0014710426330566406
mlp,ag,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,5.024,0.027,0.649,0.589,0.739,0.703,0.724,8.3e-05,10,4,159.7649838924408,0,7.744253116802577e-07,0.0014710426330566406
xgb,k_center,0.85,0.84,0.84,0.85,0.122,0.131,0.131,0.122,4.66,0.029,0.812,0.8,0.893,0.891,0.824,4e-06,10,4,159.7649838924408,0,7.744253116802577e-07,0.0015735626220703125
rf,k_center,0.6,0.56,0.56,0.6,0.122,0.154,0.154,0.122,13.463,0.23,0.538,0.308,0.327,0.309,0.781,1.5e-05,10,4,159.7649838924408,0,7.744253116802577e-07,0.0015735626220703125
svc,k_center,0.75,0.707,0.707,0.75,0.158,0.213,0.213,0.158,6.61,0.001,0.613,0.407,0.464,0.418,0.298,4e-06,10,4,159.7649838924408,0,7.744253116802577e-07,0.0015735626220703125
logreg,k_center,0.65,0.613,0.613,0.65,0.2,0.232,0.232,0.2,6.737,0.007,0.596,0.43,0.511,0.454,0.613,0.0,10,4,159.7649838924408,0,7.744253116802577e-07,0.0015735626220703125
mlp,k_center,0.65,0.64,0.64,0.65,0.122,0.114,0.114,0.122,4.995,0.032,0.598,0.391,0.444,0.401,0.617,3.5e-05,10,4,159.7649838924408,0,7.744253116802577e-07,0.0015735626220703125
xgb,craig,0.6,0.467,0.467,0.6,0.2,0.267,0.267,0.2,4.395,0.046,0.416,0.377,0.517,0.443,0.416,2e-06,10,4,159.7649838924408,0,7.744253116802577e-07,0.0016829967498779297
rf,craig,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,14.347,0.468,0.529,0.226,0.189,0.23,0.663,2.8e-05,10,4,159.7649838924408,0,7.744253116802577e-07,0.0016829967498779297
svc,craig,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,7.275,0.001,0.619,0.38,0.418,0.385,0.689,2e-06,10,4,159.7649838924408,0,7.744253116802577e-07,0.0016829967498779297
logreg,craig,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,7.053,0.005,0.537,0.224,0.183,0.229,0.462,0.0,10,4,159.7649838924408,0,7.744253116802577e-07,0.0016829967498779297
mlp,craig,0.9,0.867,0.867,0.9,0.2,0.267,0.267,0.2,7.481,0.026,0.552,0.27,0.257,0.271,0.493,4.7e-05,10,4,159.7649838924408,0,7.744253116802577e-07,0.0016829967498779297
xgb,lc,0.95,0.947,0.947,0.95,0.1,0.107,0.107,0.1,4.238,0.033,0.27,0.288,0.443,0.358,0.158,2e-06,10,4,159.7649838924408,0,7.744253116802577e-07,0.0014083385467529297
rf,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,11.958,0.354,0.292,0.308,0.471,0.388,0.19,2.2e-05,10,4,159.7649838924408,0,7.744253116802577e-07,0.0014083385467529297
svc,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.116,0.001,0.419,0.344,0.448,0.379,0.334,3e-06,10,4,159.7649838924408,0,7.744253116802577e-07,0.0014083385467529297
logreg,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,6.667,0.005,0.359,0.263,0.327,0.275,0.284,0.0,10,4,159.7649838924408,0,7.744253116802577e-07,0.0014083385467529297
mlp,lc,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.672,0.029,0.362,0.253,0.307,0.261,0.292,3.7e-05,10,4,159.7649838924408,0,7.744253116802577e-07,0.0014083385467529297
